0	12
1	12
2	12
3	12
4	12
5	12
6	12
7	9
8	9
9	9
10	9
11	8
12	9
13	9
14	9
15	9
16	8
17	8
18	5
19	5
20	5
21	13
22	13
23	13
24	13
25	13
26	13
27	13
28	13
29	4
30	4
31	4
32	4
33	4
34	4
35	4
36	4
37	4
38	4
39	4
40	4
41	4
42	4
43	4
44	4
45	4
46	4
47	4
48	4
49	4
50	4
51	4
52	4
53	8
54	8
55	8
56	8
57	8
58	4
59	4
60	4
61	4
62	4
63	4
64	4
65	8
66	8
67	8
68	8
69	8
70	8
71	13
72	13
73	13
74	13
75	4
76	4
77	4
78	4
79	4
80	4
81	4
82	4
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	3
94	3
95	3
96	8
97	9
98	8
99	8
100	9
101	9
102	9
103	8
104	9
105	8
106	9
107	9
108	8
109	9
110	9
111	8
112	8
113	9
114	9
115	9
116	9
117	8
118	9
119	9
120	9
121	8
122	8
123	9
124	8
125	8
126	8
127	8
128	8
129	7
130	7
131	7
132	7
133	7
134	7
135	7
136	7
137	7
138	7
139	7
140	7
141	7
142	7
143	7
144	7
145	7
146	7
147	7
148	7
149	7
150	7
151	7
152	7
153	7
154	7
155	7
156	7
157	7
158	7
159	7
160	7
161	7
162	7
163	7
164	7
165	7
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	12
184	12
185	12
186	12
187	12
188	12
189	12
190	12
191	12
192	12
193	12
194	12
195	12
196	12
197	12
198	12
199	12
200	12
201	12
202	12
203	12
204	12
205	12
206	12
207	12
208	13
209	13
210	13
211	13
212	13
213	13
214	13
215	13
216	13
217	13
218	13
219	13
220	13
221	13
222	13
223	13
224	13
225	13
226	13
227	13
228	13
229	13
230	13
231	13
232	13
233	13
234	13
235	13
236	13
237	13
238	13
239	13
240	13
241	13
242	13
243	13
244	13
245	13
246	13
247	13
248	12
249	12
250	12
251	12
252	12
253	12
254	12
255	12
256	12
257	12
258	12
259	12
260	12
261	11
262	11
263	11
264	11
265	11
266	11
267	11
268	11
269	11
270	11
271	11
272	11
273	11
274	11
275	11
276	11
277	11
278	11
279	11
280	11
281	11
282	11
283	11
284	11
285	11
286	11
287	11
288	11
289	11
290	11
291	11
292	11
293	11
294	11
295	11
296	11
297	11
298	11
299	11
300	11
301	11
302	12
303	12
304	12
305	12
306	10
307	10
308	10
309	10
310	10
311	10
312	10
313	10
314	10
316	4
317	4
318	4
319	4
320	4
321	4
322	4
323	4
324	4
325	4
326	4
327	4
328	4
329	4
330	4
331	10
332	10
333	10
334	10
335	10
336	10
337	4
338	4
339	4
340	10
341	10
342	10
343	10
344	10
345	10
346	10
347	10
348	10
349	10
350	10
351	10
352	10
353	10
354	10
355	10
356	3
357	3
358	3
359	3
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	3
369	10
370	10
371	10
372	10
373	10
374	10
375	10
376	10
377	10
378	10
379	10
380	10
381	10
382	10
383	10
384	10
385	10
386	10
387	10
388	10
389	4
390	4
391	4
392	4
393	4
394	10
395	10
396	10
397	10
398	4
399	4
400	4
401	4
402	4
403	13
404	13
405	13
406	13
407	13
408	7
409	5
410	5
411	5
412	5
413	5
414	5
415	5
416	5
417	5
418	5
419	5
420	5
421	5
422	5
423	5
424	5
425	1
426	1
427	1
428	1
429	1
430	1
431	1
432	1
433	5
434	5
435	5
436	5
437	5
438	5
439	5
440	5
441	5
442	5
443	5
444	5
445	5
446	1
447	1
448	1
449	1
450	1
451	5
452	5
453	5
454	1
455	1
456	1
457	5
458	5
459	5
460	5
461	5
462	5
463	1
464	1
465	1
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	5
474	5
475	11
476	11
477	11
478	11
479	11
480	11
481	11
482	11
483	11
484	13
485	13
486	11
487	11
488	11
489	11
490	11
491	11
492	11
493	11
494	11
495	11
496	11
497	11
498	13
499	11
500	11
501	11
502	13
503	11
504	11
505	11
506	7
507	13
508	13
509	13
510	13
511	13
512	13
513	13
514	13
515	13
516	13
517	13
518	13
519	13
520	13
521	13
522	3
523	3
524	3
525	3
526	12
527	12
528	3
529	3
530	3
531	3
532	3
533	3
534	3
535	3
536	3
537	3
538	12
539	12
540	12
541	12
542	12
543	12
544	12
545	12
546	12
547	12
548	12
549	12
550	12
551	12
552	12
553	12
554	12
555	12
556	12
557	12
558	12
559	13
560	13
561	11
562	13
563	13
564	13
565	12
566	12
567	12
568	12
569	12
570	9
571	9
572	9
573	9
574	3
575	9
576	9
577	9
578	3
579	9
580	9
581	12
582	12
583	12
584	12
585	12
586	12
587	13
588	13
589	13
590	13
591	13
592	13
593	13
594	13
595	13
596	11
597	13
598	13
599	13
600	13
601	13
602	13
603	12
604	12
605	12
606	12
607	12
608	12
609	12
610	12
611	12
612	12
613	12
614	12
615	12
616	12
617	13
618	13
619	13
620	11
621	13
622	11
623	11
624	11
625	13
626	13
627	11
628	13
629	13
630	13
631	13
632	13
633	13
634	11
635	13
636	13
637	13
638	11
639	12
640	12
641	12
642	12
643	12
644	12
645	12
646	12
647	12
648	12
649	12
650	12
651	12
652	12
653	12
654	12
655	12
656	12
657	1
658	1
659	1
660	1
661	5
662	5
663	5
664	5
665	5
666	5
667	5
668	5
669	5
670	11
671	11
672	11
673	11
674	11
675	7
676	11
677	7
678	7
679	7
680	5
681	5
682	5
683	5
684	5
685	5
686	5
687	5
688	5
689	5
690	5
691	5
692	5
693	5
694	5
695	5
696	5
697	7
698	11
699	7
700	7
701	11
702	7
703	7
704	11
705	7
706	11
707	7
708	11
709	11
710	11
711	11
712	7
713	11
714	5
715	5
716	11
717	11
718	11
719	7
720	11
721	11
722	11
723	11
724	11
725	11
726	11
727	11
728	11
729	11
730	11
731	11
732	4
733	4
734	4
735	4
736	4
737	1
738	1
739	1
740	1
741	1
742	1
743	1
744	1
745	4
746	4
747	4
748	4
749	4
750	4
751	4
752	4
753	4
754	4
755	4
756	4
757	4
758	4
759	4
760	4
761	4
762	4
763	4
764	4
765	4
766	1
767	1
768	1
769	1
770	4
771	4
772	1
773	1
774	1
775	1
776	1
777	1
778	1
779	1
780	1
781	1
782	1
783	1
784	1
785	13
786	1
787	1
788	1
789	1
790	1
791	13
792	13
793	13
794	13
795	13
796	13
797	13
798	13
799	13
800	13
801	1
802	1
803	1
804	1
805	13
806	13
807	13
808	1
809	1
810	1
811	6
812	6
813	6
814	6
815	6
816	6
817	6
818	6
819	6
820	6
821	6
822	6
823	6
824	6
825	6
826	6
827	6
828	8
829	6
830	6
831	6
832	6
833	8
834	6
835	6
836	6
837	6
838	6
839	8
840	6
841	6
842	6
843	6
844	6
845	6
846	6
847	6
848	6
849	6
850	6
851	6
852	6
853	6
854	6
855	6
856	6
857	6
858	12
859	12
860	12
861	12
862	12
863	12
864	12
865	12
866	12
867	12
868	12
869	12
870	12
871	6
872	6
873	6
874	6
875	6
876	6
877	6
878	6
879	6
880	6
881	6
882	6
883	6
884	6
885	6
886	6
887	6
888	6
889	6
890	6
891	6
892	6
893	6
894	6
895	6
896	6
897	6
898	6
899	6
900	6
901	6
902	6
903	6
904	6
905	6
906	8
907	6
908	6
909	6
910	6
911	6
912	6
913	6
914	6
915	6
916	8
917	6
918	6
919	6
920	6
921	6
922	6
923	6
924	6
925	6
926	6
927	6
928	6
929	6
930	6
931	6
932	6
933	6
934	8
935	6
936	6
937	6
938	6
939	6
940	6
941	6
942	6
943	6
944	6
945	6
946	6
947	6
948	6
949	6
950	6
951	6
952	6
953	6
954	6
955	6
956	6
957	6
958	6
959	6
960	6
961	6
962	6
963	6
964	6
965	6
966	6
967	6
968	6
969	6
970	8
971	6
972	6
973	6
974	6
975	6
976	6
977	6
978	6
979	6
980	6
981	6
982	4
983	6
984	4
985	11
986	1
987	1
988	11
